gene,n_both,n_inv,rate,decile,p_expected,enrichment_vs_decile,p_ora_pooled,p_ora_indeg_matched,p_ora_fisher,q_ora_pooled,q_ora_indeg_matched,q_ora_fisher
ELAVL1,7,2,0.2857142857142857,1,0.06229086229086229,4.586776859504132,0.04843280664780332,0.06606840409734939,0.0484259000075841,0.7170136029506539,0.8324452933037212,0.7169113550048787
PDE4B,7,2,0.2857142857142857,1,0.06229086229086229,4.586776859504132,0.04843280664780332,0.06606840409734939,0.0484259000075841,0.7170136029506539,0.8324452933037212,0.7169113550048787
PPP2R5D,7,2,0.2857142857142857,1,0.06229086229086229,4.586776859504132,0.04843280664780332,0.06606840409734939,0.0484259000075841,0.7170136029506539,0.8324452933037212,0.7169113550048787
NLN,7,2,0.2857142857142857,1,0.06229086229086229,4.586776859504132,0.04843280664780332,0.06606840409734939,0.0484259000075841,0.7170136029506539,0.8324452933037212,0.7169113550048787
NSMAF,7,2,0.2857142857142857,1,0.06229086229086229,4.586776859504132,0.04843280664780332,0.06606840409734939,0.0484259000075841,0.7170136029506539,0.8324452933037212,0.7169113550048787
EIF4G3,7,2,0.2857142857142857,1,0.06229086229086229,4.586776859504132,0.04843280664780332,0.06606840409734939,0.0484259000075841,0.7170136029506539,0.8324452933037212,0.7169113550048787
STIP1,7,2,0.2857142857142857,1,0.06229086229086229,4.586776859504132,0.04843280664780332,0.06606840409734939,0.0484259000075841,0.7170136029506539,0.8324452933037212,0.7169113550048787
BORCS6,7,2,0.2857142857142857,1,0.06229086229086229,4.586776859504132,0.04843280664780332,0.06606840409734939,0.0484259000075841,0.7170136029506539,0.8324452933037212,0.7169113550048787
SCARB1,7,2,0.2857142857142857,1,0.06229086229086229,4.586776859504132,0.04843280664780332,0.06606840409734939,0.0484259000075841,0.7170136029506539,0.8324452933037212,0.7169113550048787
BSDC1,7,2,0.2857142857142857,1,0.06229086229086229,4.586776859504132,0.04843280664780332,0.06606840409734939,0.0484259000075841,0.7170136029506539,0.8324452933037212,0.7169113550048787
RAVER1,7,2,0.2857142857142857,1,0.06229086229086229,4.586776859504132,0.04843280664780332,0.06606840409734939,0.0484259000075841,0.7170136029506539,0.8324452933037212,0.7169113550048787
ESYT1,21,3,0.14285714285714285,7,0.045032856590645536,3.1722869405272838,0.09487166303165581,0.06629501449170373,0.09484795375726494,1.0,0.8324452933037212,1.0
DNPH1,21,3,0.14285714285714285,7,0.045032856590645536,3.1722869405272838,0.09487166303165581,0.06629501449170373,0.09484795375726494,1.0,0.8324452933037212,1.0
PPT1,21,3,0.14285714285714285,7,0.045032856590645536,3.1722869405272838,0.09487166303165581,0.06629501449170373,0.09484795375726494,1.0,0.8324452933037212,1.0
CD226,21,3,0.14285714285714285,7,0.045032856590645536,3.1722869405272838,0.09487166303165581,0.06629501449170373,0.09484795375726494,1.0,0.8324452933037212,1.0
C4orf3,35,4,0.11428571428571428,8,0.04444968460767553,2.57112542629784,0.10926558848192032,0.06844245495618667,0.10922412858383651,1.0,0.8576738345317696,1.0
BTG1,22,3,0.13636363636363635,7,0.04503720885280758,3.0277994537651187,0.10575837498232726,0.07430276290179855,0.105733796275817,1.0,0.92550208489931,1.0
PCGF5,22,3,0.13636363636363635,7,0.04503720885280758,3.0277994537651187,0.10575837498232726,0.07430276290179855,0.105733796275817,1.0,0.92550208489931,1.0
NDUFA3,22,3,0.13636363636363635,7,0.04503720885280758,3.0277994537651187,0.10575837498232726,0.07430276290179855,0.105733796275817,1.0,0.92550208489931,1.0
HNRNPA2B1,23,3,0.13043478260869565,8,0.04447717231222386,2.932623092427296,0.11710564900237043,0.08031306881842742,0.11708042892941987,1.0,0.9465417849107893,1.0
PHTF2,23,3,0.13043478260869565,8,0.04447717231222386,2.932623092427296,0.11710564900237043,0.08031306881842742,0.11708042892941987,1.0,0.9465417849107893,1.0
IGFLR1,23,3,0.13043478260869565,8,0.04447717231222386,2.932623092427296,0.11710564900237043,0.08031306881842742,0.11708042892941987,1.0,0.9465417849107893,1.0
TAP2,23,3,0.13043478260869565,8,0.04447717231222386,2.932623092427296,0.11710564900237043,0.08031306881842742,0.11708042892941987,1.0,0.9465417849107893,1.0
FDXR,23,3,0.13043478260869565,8,0.04447717231222386,2.932623092427296,0.11710564900237043,0.08031306881842742,0.11708042892941987,1.0,0.9465417849107893,1.0
CLDND1,23,3,0.13043478260869565,8,0.04447717231222386,2.932623092427296,0.11710564900237043,0.08031306881842742,0.11708042892941987,1.0,0.9465417849107893,1.0
MYC,23,3,0.13043478260869565,8,0.04447717231222386,2.932623092427296,0.11710564900237043,0.08031306881842742,0.11708042892941987,1.0,0.9465417849107893,1.0
IVNS1ABP,23,3,0.13043478260869565,8,0.04447717231222386,2.932623092427296,0.11710564900237043,0.08031306881842742,0.11708042892941987,1.0,0.9465417849107893,1.0
ASF1B,9,2,0.2222222222222222,2,0.054104477611940295,4.10727969348659,0.07746457944211717,0.08179048794328278,0.07745557586120702,0.9348497787537992,0.9465417849107893,0.9347411226985742
PTBP3,9,2,0.2222222222222222,2,0.054104477611940295,4.10727969348659,0.07746457944211717,0.08179048794328278,0.07745557586120702,0.9348497787537992,0.9465417849107893,0.9347411226985742
MORC3,9,2,0.2222222222222222,2,0.054104477611940295,4.10727969348659,0.07746457944211717,0.08179048794328278,0.07745557586120702,0.9348497787537992,0.9465417849107893,0.9347411226985742
PYROXD1,9,2,0.2222222222222222,2,0.054104477611940295,4.10727969348659,0.07746457944211717,0.08179048794328278,0.07745557586120702,0.9348497787537992,0.9465417849107893,0.9347411226985742
CALCOCO1,9,2,0.2222222222222222,2,0.054104477611940295,4.10727969348659,0.07746457944211717,0.08179048794328278,0.07745557586120702,0.9348497787537992,0.9465417849107893,0.9347411226985742
CSTB,9,2,0.2222222222222222,2,0.054104477611940295,4.10727969348659,0.07746457944211717,0.08179048794328278,0.07745557586120702,0.9348497787537992,0.9465417849107893,0.9347411226985742
CLCN3,9,2,0.2222222222222222,2,0.054104477611940295,4.10727969348659,0.07746457944211717,0.08179048794328278,0.07745557586120702,0.9348497787537992,0.9465417849107893,0.9347411226985742
KRI1,9,2,0.2222222222222222,2,0.054104477611940295,4.10727969348659,0.07746457944211717,0.08179048794328278,0.07745557586120702,0.9348497787537992,0.9465417849107893,0.9347411226985742
MSMO1,9,2,0.2222222222222222,2,0.054104477611940295,4.10727969348659,0.07746457944211717,0.08179048794328278,0.07745557586120702,0.9348497787537992,0.9465417849107893,0.9347411226985742
IRF7,9,2,0.2222222222222222,2,0.054104477611940295,4.10727969348659,0.07746457944211717,0.08179048794328278,0.07745557586120702,0.9348497787537992,0.9465417849107893,0.9347411226985742
SH3YL1,9,2,0.2222222222222222,2,0.054104477611940295,4.10727969348659,0.07746457944211717,0.08179048794328278,0.07745557586120702,0.9348497787537992,0.9465417849107893,0.9347411226985742
BCKDK,9,2,0.2222222222222222,2,0.054104477611940295,4.10727969348659,0.07746457944211717,0.08179048794328278,0.07745557586120702,0.9348497787537992,0.9465417849107893,0.9347411226985742
PURB,9,2,0.2222222222222222,2,0.054104477611940295,4.10727969348659,0.07746457944211717,0.08179048794328278,0.07745557586120702,0.9348497787537992,0.9465417849107893,0.9347411226985742
UCK1,9,2,0.2222222222222222,2,0.054104477611940295,4.10727969348659,0.07746457944211717,0.08179048794328278,0.07745557586120702,0.9348497787537992,0.9465417849107893,0.9347411226985742
PTPN7,9,2,0.2222222222222222,2,0.054104477611940295,4.10727969348659,0.07746457944211717,0.08179048794328278,0.07745557586120702,0.9348497787537992,0.9465417849107893,0.9347411226985742
PSMC2,9,2,0.2222222222222222,2,0.054104477611940295,4.10727969348659,0.07746457944211717,0.08179048794328278,0.07745557586120702,0.9348497787537992,0.9465417849107893,0.9347411226985742
MTMR1,9,2,0.2222222222222222,2,0.054104477611940295,4.10727969348659,0.07746457944211717,0.08179048794328278,0.07745557586120702,0.9348497787537992,0.9465417849107893,0.9347411226985742
PPP6R1,9,2,0.2222222222222222,2,0.054104477611940295,4.10727969348659,0.07746457944211717,0.08179048794328278,0.07745557586120702,0.9348497787537992,0.9465417849107893,0.9347411226985742
UBA7,9,2,0.2222222222222222,2,0.054104477611940295,4.10727969348659,0.07746457944211717,0.08179048794328278,0.07745557586120702,0.9348497787537992,0.9465417849107893,0.9347411226985742
TNFRSF14,9,2,0.2222222222222222,2,0.054104477611940295,4.10727969348659,0.07746457944211717,0.08179048794328278,0.07745557586120702,0.9348497787537992,0.9465417849107893,0.9347411226985742
RAB6A,9,2,0.2222222222222222,2,0.054104477611940295,4.10727969348659,0.07746457944211717,0.08179048794328278,0.07745557586120702,0.9348497787537992,0.9465417849107893,0.9347411226985742
CKAP2L,9,2,0.2222222222222222,2,0.054104477611940295,4.10727969348659,0.07746457944211717,0.08179048794328278,0.07745557586120702,0.9348497787537992,0.9465417849107893,0.9347411226985742
RBM17,9,2,0.2222222222222222,2,0.054104477611940295,4.10727969348659,0.07746457944211717,0.08179048794328278,0.07745557586120702,0.9348497787537992,0.9465417849107893,0.9347411226985742
MCM3,9,2,0.2222222222222222,2,0.054104477611940295,4.10727969348659,0.07746457944211717,0.08179048794328278,0.07745557586120702,0.9348497787537992,0.9465417849107893,0.9347411226985742
TMEM156,9,2,0.2222222222222222,2,0.054104477611940295,4.10727969348659,0.07746457944211717,0.08179048794328278,0.07745557586120702,0.9348497787537992,0.9465417849107893,0.9347411226985742
MEPCE,9,2,0.2222222222222222,2,0.054104477611940295,4.10727969348659,0.07746457944211717,0.08179048794328278,0.07745557586120702,0.9348497787537992,0.9465417849107893,0.9347411226985742
TREML2,9,2,0.2222222222222222,2,0.054104477611940295,4.10727969348659,0.07746457944211717,0.08179048794328278,0.07745557586120702,0.9348497787537992,0.9465417849107893,0.9347411226985742
GNB2,9,2,0.2222222222222222,2,0.054104477611940295,4.10727969348659,0.07746457944211717,0.08179048794328278,0.07745557586120702,0.9348497787537992,0.9465417849107893,0.9347411226985742
TUT7,9,2,0.2222222222222222,2,0.054104477611940295,4.10727969348659,0.07746457944211717,0.08179048794328278,0.07745557586120702,0.9348497787537992,0.9465417849107893,0.9347411226985742
TMEM38B,9,2,0.2222222222222222,2,0.054104477611940295,4.10727969348659,0.07746457944211717,0.08179048794328278,0.07745557586120702,0.9348497787537992,0.9465417849107893,0.9347411226985742
CCL5,38,4,0.10526315789473684,8,0.04445754716981132,2.3677230210805527,0.13664754567296533,0.08713002221188215,0.13660424837864876,1.0,0.9927764294179179,1.0
ENO1,24,3,0.125,8,0.0444797926240132,2.8102649006622515,0.12888176863814177,0.0888875544733837,0.12885615001641487,1.0,0.9927764294179179,1.0
ARPC4,24,3,0.125,8,0.0444797926240132,2.8102649006622515,0.12888176863814177,0.0888875544733837,0.12885615001641487,1.0,0.9927764294179179,1.0
CAMK4,24,3,0.125,8,0.0444797926240132,2.8102649006622515,0.12888176863814177,0.0888875544733837,0.12885615001641487,1.0,0.9927764294179179,1.0
TP53,24,3,0.125,8,0.0444797926240132,2.8102649006622515,0.12888176863814177,0.0888875544733837,0.12885615001641487,1.0,0.9927764294179179,1.0
STAT4,24,3,0.125,8,0.0444797926240132,2.8102649006622515,0.12888176863814177,0.0888875544733837,0.12885615001641487,1.0,0.9927764294179179,1.0
GPR180,10,2,0.2,3,0.051688311688311686,3.8693467336683423,0.09355438824096546,0.09122723920171097,0.09354468760262911,1.0,0.9927764294179179,1.0
FAM162A,10,2,0.2,3,0.051688311688311686,3.8693467336683423,0.09355438824096546,0.09122723920171097,0.09354468760262911,1.0,0.9927764294179179,1.0
EMP1,10,2,0.2,3,0.051688311688311686,3.8693467336683423,0.09355438824096546,0.09122723920171097,0.09354468760262911,1.0,0.9927764294179179,1.0
GOLGA2,10,2,0.2,3,0.051688311688311686,3.8693467336683423,0.09355438824096546,0.09122723920171097,0.09354468760262911,1.0,0.9927764294179179,1.0
SMC2,10,2,0.2,3,0.051688311688311686,3.8693467336683423,0.09355438824096546,0.09122723920171097,0.09354468760262911,1.0,0.9927764294179179,1.0
DECR1,10,2,0.2,3,0.051688311688311686,3.8693467336683423,0.09355438824096546,0.09122723920171097,0.09354468760262911,1.0,0.9927764294179179,1.0
RAB5C,10,2,0.2,3,0.051688311688311686,3.8693467336683423,0.09355438824096546,0.09122723920171097,0.09354468760262911,1.0,0.9927764294179179,1.0
VAMP8,10,2,0.2,3,0.051688311688311686,3.8693467336683423,0.09355438824096546,0.09122723920171097,0.09354468760262911,1.0,0.9927764294179179,1.0
YWHAZ,10,2,0.2,3,0.051688311688311686,3.8693467336683423,0.09355438824096546,0.09122723920171097,0.09354468760262911,1.0,0.9927764294179179,1.0
POC1B,10,2,0.2,3,0.051688311688311686,3.8693467336683423,0.09355438824096546,0.09122723920171097,0.09354468760262911,1.0,0.9927764294179179,1.0
BIVM,10,2,0.2,3,0.051688311688311686,3.8693467336683423,0.09355438824096546,0.09122723920171097,0.09354468760262911,1.0,0.9927764294179179,1.0
ASS1,10,2,0.2,3,0.051688311688311686,3.8693467336683423,0.09355438824096546,0.09122723920171097,0.09354468760262911,1.0,0.9927764294179179,1.0
IGFBP4,10,2,0.2,3,0.051688311688311686,3.8693467336683423,0.09355438824096546,0.09122723920171097,0.09354468760262911,1.0,0.9927764294179179,1.0
MYOF,10,2,0.2,3,0.051688311688311686,3.8693467336683423,0.09355438824096546,0.09122723920171097,0.09354468760262911,1.0,0.9927764294179179,1.0
STXBP5,10,2,0.2,3,0.051688311688311686,3.8693467336683423,0.09355438824096546,0.09122723920171097,0.09354468760262911,1.0,0.9927764294179179,1.0
ALAS1,10,2,0.2,3,0.051688311688311686,3.8693467336683423,0.09355438824096546,0.09122723920171097,0.09354468760262911,1.0,0.9927764294179179,1.0
SCLY,10,2,0.2,3,0.051688311688311686,3.8693467336683423,0.09355438824096546,0.09122723920171097,0.09354468760262911,1.0,0.9927764294179179,1.0
NUDC,10,2,0.2,3,0.051688311688311686,3.8693467336683423,0.09355438824096546,0.09122723920171097,0.09354468760262911,1.0,0.9927764294179179,1.0
SNRK,10,2,0.2,3,0.051688311688311686,3.8693467336683423,0.09355438824096546,0.09122723920171097,0.09354468760262911,1.0,0.9927764294179179,1.0
TMX2,10,2,0.2,3,0.051688311688311686,3.8693467336683423,0.09355438824096546,0.09122723920171097,0.09354468760262911,1.0,0.9927764294179179,1.0
PTPRC,10,2,0.2,3,0.051688311688311686,3.8693467336683423,0.09355438824096546,0.09122723920171097,0.09354468760262911,1.0,0.9927764294179179,1.0
SDHAF3,10,2,0.2,3,0.051688311688311686,3.8693467336683423,0.09355438824096546,0.09122723920171097,0.09354468760262911,1.0,0.9927764294179179,1.0
HSPA9,10,2,0.2,3,0.051688311688311686,3.8693467336683423,0.09355438824096546,0.09122723920171097,0.09354468760262911,1.0,0.9927764294179179,1.0
ACVR1,10,2,0.2,3,0.051688311688311686,3.8693467336683423,0.09355438824096546,0.09122723920171097,0.09354468760262911,1.0,0.9927764294179179,1.0
PFKFB3,10,2,0.2,3,0.051688311688311686,3.8693467336683423,0.09355438824096546,0.09122723920171097,0.09354468760262911,1.0,0.9927764294179179,1.0
STAT6,10,2,0.2,3,0.051688311688311686,3.8693467336683423,0.09355438824096546,0.09122723920171097,0.09354468760262911,1.0,0.9927764294179179,1.0
POU2F2,10,2,0.2,3,0.051688311688311686,3.8693467336683423,0.09355438824096546,0.09122723920171097,0.09354468760262911,1.0,0.9927764294179179,1.0
CDCA7,10,2,0.2,3,0.051688311688311686,3.8693467336683423,0.09355438824096546,0.09122723920171097,0.09354468760262911,1.0,0.9927764294179179,1.0
CD59,25,3,0.12,8,0.044482413244564895,2.6976953642384105,0.14105463614995375,0.0978270671934373,0.14102887354297974,1.0,1.0,1.0
PTGER2,40,4,0.1,8,0.044462790423398985,2.2490716180371355,0.15627857084046187,0.10081707479176022,0.1562352047936124,1.0,1.0,1.0
UFM1,26,3,0.11538461538461539,8,0.04448503417393354,2.5937850229240955,0.15359202780919673,0.10711332737967746,0.15356638461608185,1.0,1.0,1.0
PLAC8,26,3,0.11538461538461539,8,0.04448503417393354,2.5937850229240955,0.15359202780919673,0.10711332737967746,0.15356638461608185,1.0,1.0,1.0
CAST,26,3,0.11538461538461539,8,0.04448503417393354,2.5937850229240955,0.15359202780919673,0.10711332737967746,0.15356638461608185,1.0,1.0,1.0
ITK,26,3,0.11538461538461539,8,0.04448503417393354,2.5937850229240955,0.15359202780919673,0.10711332737967746,0.15356638461608185,1.0,1.0,1.0
IFT57,26,3,0.11538461538461539,8,0.04448503417393354,2.5937850229240955,0.15359202780919673,0.10711332737967746,0.15356638461608185,1.0,1.0,1.0
MAP4K4,28,3,0.10714285714285714,8,0.04449027695934001,2.4082308420056764,0.1796321664121814,0.126650719669922,0.17960757379952239,1.0,1.0,1.0
PCMTD1,28,3,0.10714285714285714,8,0.04449027695934001,2.4082308420056764,0.1796321664121814,0.126650719669922,0.17960757379952239,1.0,1.0,1.0
ATM,28,3,0.10714285714285714,8,0.04449027695934001,2.4082308420056764,0.1796321664121814,0.126650719669922,0.17960757379952239,1.0,1.0,1.0
ARHGEF6,11,2,0.18181818181818182,4,0.0580420482393912,3.132525252525253,0.1104942748537979,0.13086384531312906,0.11048415630427155,1.0,1.0,1.0
MAPK1IP1L,11,2,0.18181818181818182,4,0.0580420482393912,3.132525252525253,0.1104942748537979,0.13086384531312906,0.11048415630427155,1.0,1.0,1.0
TRANK1,11,2,0.18181818181818182,4,0.0580420482393912,3.132525252525253,0.1104942748537979,0.13086384531312906,0.11048415630427155,1.0,1.0,1.0
CYBC1,11,2,0.18181818181818182,4,0.0580420482393912,3.132525252525253,0.1104942748537979,0.13086384531312906,0.11048415630427155,1.0,1.0,1.0
